"","TICKER","CIK","CONAME"
"10441","RFH",819632,"RICHFOOD HOLDINGS INC"
"10443","RFMD",911160,"RF MICRO DEVICES INC"
"10446","RGA",898174,"REINSURANCE GROUP OF AMERICA INC"
"10449","RGA",898174,"REINSURANCE GROUP OF AMERICA INCORPORATED"
"10450","RGBK",1281761,"REGIONS FINANCIAL CORP"
"10454","RGC",1168696,"REGAL ENTERTAINMENT GROUP"
"10456","RGC",83226,"REPUBLIC GYPSUM CO"
"10459","RGC",83226,"REPUBLIC GROUP INC"
"10461","RGIS",716643,"REGIS CORP MINN"
"10462","RGIS",716643,"REGIS CORP"
"10464","RGR",95029,"STURM RUGER & CO INC"
"10470","RGS",84557,"ROCHESTER GAS & ELEC CORP"
"10474","RGS",1073353,"RGS ENERGY GROUP INC"
"10475","RGS",1073353,"R G S ENERGY GROUP INC"
"10476","RGS",716643,"REGIS CORP"
"10478","RHAT",1087423,"RED HAT INC"
"10481","RHB",812191,"REHABCARE GROUP INC"
"10484","RHD",30419,"R H DONNELLEY CORP"
"10485","RHD",30419,"RH DONNELLEY CORP"
"10488","RHH",868635,"ROBERTSON H H CO"
"10489","RHH",868635,"ROBERTSON CECO CORP"
"10491","RHI",315213,"ROBERT HALF INTERNATIONAL INC"
"10497","RHR",84801,"ROHR INDUSTRIES INC"
"10500","RHR",84801,"ROHR INC"
"10501","RI",68270,"MORRISON RESTAURANTS INC"
"10502","RI",68270,"RUBY TUESDAY INC"
"10507","RIG",1083269,"TRANSOCEAN OFFSHORE INC"
"10508","RIG",1083269,"TRANSOCEAN INC"
"10509","RIGS",350847,"RIGGS NATIONAL CORP WASH D C"
"10514","RIGS",350847,"RIGGS NATIONAL CORP"
"10516","RII",350698,"REPUBLIC INDUSTRIES INC"
"10517","RIT",1109802,"RIGHTCHOICE MANAGED CARE INC"
"10518","RIVL",860194,"RIVAL COMPANY"
"10519","RJF",720005,"RAYMOND JAMES FINANCIAL INC"
"10523","RJF",720005,"RAYMOND JAMES FINANCIAL CORP"
"10524","RJR",1275283,"R J REYNOLDS TOBACCO HOLDINGS INC"
"10525","RJR",1275283,"RJ REYNOLDS TOBACCO HOLDINGS INC"
"10527","RKT",230498,"ROCK TENN CO"
"10529","RKY",24545,"ADOLPH COORS CO"
"10532","RL",1037038,"POLO RALPH LAUREN CORP"
"10536","RLC",84244,"ROLLINS TRUCK LEASING CORP"
"10541","RLI",84246,"RLI CORP"
"10544","RLM",83604,"REYNOLDS METALS CO"
"10549","RLR",841528,"RELIASTAR FINANCIAL CORP"
"10552","RLRN",1030484,"RENAISSANCE LEARNING INC"
"10553","RMBS",917273,"RAMBUS INC"
"10555","RMBS",917273,"RAMBUS"
"10556","RMD",943819,"RESMED INC"
"10559","RMDY",936653,"REMEDY CORP"
"10561","RMK",1144528,"ARAMARK CORP"
"10563","RML",85812,"RUSSELL CORP"
"10571","RN",847903,"R J R NABISCO HOLDINGS CORP"
"10574","RNB",83246,"REPUBLIC NEW YORK CORP"
"10579","RNBO",819706,"RAINBOW TECHNOLOGIES INC"
"10580","RNT",706688,"AARON RENTS INC"
"10583","RNWK",1046327,"REALNETWORKS INC"
"10586","ROAD",701708,"ROADWAY SERVICES INC"
"10589","ROAD",1141496,"ROADWAY CORP"
"10591","ROBV",225868,"ROBOTIC VISION SYSTEMS INC"
"10592","ROG",84748,"ROGERS CORP"
"10595","ROH",84792,"ROHM & HAAS CO"
"10602","ROH",84792,"ROHM AND HAAS CO"
"10603","ROIA",1041657,"RADIO ONE INC"
"10604","ROIAK",1041657,"RADIO ONE INC"
"10605","ROIL",874992,"REMINGTON OIL AND GAS CORP"
"10607","ROILB",874992,"REMINGTON OIL AND GAS CORP"
"10608","ROK",1024478,"ROCKWELL INTERNATIONAL CORP NEW"
"10610","ROK",1024478,"ROCKWELL AUTOMATION INC"
"10613","ROK",1024478,"ROCKWELL INTERNATIONAL CORP"
"10616","ROL",84839,"ROLLINS INC"
"10624","ROMC",930420,"ROMAC INTERNATIONAL INC"
"10625","RON",941548,"COOPER CAMERON CORP"
"10626","ROP",882835,"ROPER INDUSTRIES INC NEW"
"10628","ROP",882835,"ROPER INDUSTRIES INC"
"10631","ROR",217028,"RHONE POULENC RORER INC"
"10632","ROST",745732,"ROSS STORES INC"
"10640","ROUS",85388,"ROUSE COMPANY"
"10643","ROXI",1122787,"ROXIO INC"
"10645","RPC",853022,"ROBERTS PHARMACEUTICAL CORP"
"10647","RPM",110621,"RPM INC"
"10649","RPM",110621,"RPM INTERNATIONAL INC"
"10651","RPOW",110621,"R P M INC OH"
"10655","RPR",217028,"RHONE POULENC RORER INC"
"10657","RRD",29669,"DONNELLEY R R & SONS CO"
"10658","RRGB",1171759,"RED ROBIN GOURMET BURGERS INC"
"10659","RRI",920941,"RED ROOF INNS INC"
"10661","RRI",1126294,"RELIANT ENERGY INC"
"10662","RRR",19584,"ROTO ROOTER INC"
"10663","RS",861884,"RELIANCE STEEL & ALUMINUM CO"
"10666","RSAS",932064,"RSA SECURITY INC"
"10669","RSC",744187,"AUDIO VIDEO AFFILIATES INC"
"10670","RSC",744187,"REX STORES CORP"
"10672","RSE",85388,"ROUSE COMPANY"
"10674","RSE",85388,"ROUSE CO"
"10676","RSG",1060391,"REPUBLIC SERVICES INC"
"10680","RSH",96289,"RADIOSHACK CORP"
"10683","RSLN",1020828,"ROSLYN BANCORP INC"
"10685","RSND",846463,"RESOUND CORP"
"10687","RSTO",85149,"ROSES STORES INC"
"10689","RSV",1016572,"RENTAL SERVICES CORP"
"10690","RSYS",873044,"RADISYS CORP"
"10693","RT",790528,"RYERSON TULL INC NEW"
"10694","RT",790528,"RYERSON TULL INC"
"10696","RTC",84567,"ROCHESTER TELEPHONE CORP"
"10698","RTEC",1094392,"RUDOLPH TECHNOLOGIES INC"
"10700","RTEX",877326,"RAILTEX INC"
"10702","RTI",1068717,"R M I TITANIUM CO"
"10703","RTI",1068717,"RTI INTERNATIONAL METALS INC"
"10707","RTN",1047122,"RAYTHEON CO"
"10713","RTNB",1047122,"RAYTHEON CO"
"10715","RTS",85795,"RUSS TOGS INC"
"10716","RURL",906326,"RURAL METRO CORP"
"10718","RUS",739878,"RUSS BERRIE & CO"
"10723","RUS",739878,"RUSS BERRIE AND CO INC"
"10725","RUS",739878,"RUSS BERRIE AND COMPANY INC"
"10726","RWY",893046,"RENT WAY"
"10727","RX",1058083,"IMS HEALTH INC"
"10731","RXC",13006,"CIRCA PHARMACEUTICALS INC"
"10733","RXL",107203,"REXEL INC"
"10735","RXN",829218,"REXENE CORP"
"10736","RXN",829218,"REXENE CORP NEW"
"10737","RXR",83496,"REVCO D S INC NEW"
"10738","RXSD",901620,"REXALL SUNDOWN INC"
"10740","RXT",899169,"RENAL TREATMENT CENTERS INC"
"10741","RYAN",355622,"RYANS FAMILY STEAK HOUSES INC"
"10746","RYAN",355622,"RYAN'S FAMILY STEAK HOUSES INC"
"10748","RYAN",355622,"RYAN'S RESTAURANT GROUP INC"
"10749","RYC",82206,"RAYCHEM CORP"
"10754","RYI",790528,"RYERSON INC"
"10755","RYK",85973,"RYKOFF SEXTON INC"
"10759","RYL",85974,"RYLAND GROUP INC"
"10766","RYL",85974,"THE RYLAND GROUP INC"
"10767","RYN",52827,"RAYONIER INC"
"10773","S",319256,"SEARS ROEBUCK & CO"
"10778","S",319256,"SEARS ROEBUCK AND CO"
"10780","S",101830,"SPRINT NEXTEL CORP"
"10781","SABI",731947,"SWISS ARMY BRANDS INC"
"10784","SAFC",86104,"SAFECO CORP"
"10792","SAFM",812128,"SANDERSON FARMS"
"10793","SAH",1043509,"SONIC AUTOMOTIVE INC"
"10795","SAI",54727,"SUNAMERICA INC"
"10798","SAJ",86251,"ST JOSEPH LIGHT & POWER CO"
"10801","SAMC",914478,"SAMSONITE CORP NEW"
"10803","SANF",814453,"SANFORD CORP IL"
"10804","SANM",897723,"SANMINA HOLDINGS INC"
"10805","SANM",897723,"SANMINA CORP"
"10806","SANM",897723,"SANMINA SCI CORP"
"10809","SAPE",1008817,"SAPIENT CORP"
"10812","SAR",313749,"SANTA ANITA RLTY ENTERPRISES"
"10815","SB",200245,"SALOMON INC"
"10818","SBA",766004,"SBARRO INC"
"10822","SBAC",1034054,"SBA COMMUNICATIONS CORP"
"10823","SBC",732717,"SOUTHWESTERN BELL CORP"
"10825","SBC",732717,"S B C COMMUNICATIONS INC"
"10828","SBC",732717,"SBC COMMUNICATIONS INC"
"10830","SBF",205545,"SALOMON BROTHERS FUND INC"
"10831","SBGI",912752,"SINCLAIR BROADCAST GROUP INC"
"10834","SBIB",891098,"STERLING BANCSHARES INC"
"10835","SBIB",891098,"STERLING BANCSHARES INC TX"
"10836","SBK",9659,"SIGNET BANKING CORP"
"10840","SBL",278352,"SYMBOL TECHNOLOGIES INC"
"10847","SBL",278352,"SYMBOL TECHNOLOGIES"
"10848","SBLU",850519,"SONICBLUE INC"
"10849","SBO",89966,"SHOWBOAT INC"
"10853","SBP",1099958,"SANTANDER BANCORP"
"10854","SBP",93308,"STANDARD BRANDS PAINT CO"
"10856","SBRU",95056,"SUBARU OF AMERICA"
"10857","SBSE",880208,"SBS TECHNOLOGIES INC"
"10859","SBUX",829224,"STARBUCKS CORP"
"10864","SCA",722692,"SURGICAL CARE AFFILIATES INC"
"10866","SCAI",1022926,"SANCHEZ COMPUTER ASSOCIATES INC"
"10867","SCE",827052,"S C E CORP"
"10870","SCFS",1061692,"SEACOAST FINANCIAL SERVICES CORP"
"10871","SCG",754737,"SCANA CORP"
"10878","SCG",754737,"SCANA CORPORATION"
"10879","SCH",316709,"SCHWAB CHARLES CORP NEW"
"10883","SCH",316709,"CHARLES SCHWAB CORP"
"10885","SCHL",866729,"SCHOLASTIC CORP"
"10891","SCHS",1055454,"SCHOOL SPECIALTY INC"
"10895","SCHW",316709,"THE CHARLES SCHWAB CORP"
"10896","SCI",87744,"S C I SYSTEMS INC"
"10898","SCI",89089,"SERVICE CORPORATION INTERNATIONAL"
"10899","SCIO",726512,"SCOIS INC"
"10901","SCIO",726512,"SCIOS INC"
"10904","SCIS",87744,"S C I SYSTEMS INC"
"10907","SCLN",880771,"SCICLONE PHARMACEUTICALS INC"
"10908","SCMM",1036044,"SCM MICROSYSTEMS INC"
"10912","SCMR",1092367,"SYCAMORE NETWORKS INC"
"10915","SCNC",91893,"SOUTH CAROLINA NATIONAL CORP"
"10916","SCNT",1081394,"SCIENT CORP"
"10917","SCOP",894705,"SCOPUS TECHNOLOGY INC"
"10918","SCOR",202763,"SYNCOR INTERNATIONAL CORP DE"
"10920","SCOR",202763,"SYNCOR INTERNATIONAL CORP"
"10921","SCRI",807873,"SICOR INC"
"10923","SCS",1050825,"STEELCASE INC"
"10927","SCSC",918965,"SCANSOURCE INC"
"10928","SCSS",827187,"SELECT COMFORT CORPORATION"
"10929","SCT",846660,"SCOTSMAN INDUSTRIES INC"
"10932","SCTC",707606,"SYSTEMS & COMPUTER TECHNOLOGY CORP"
"10935","SCTT",720032,"SCOTT TECHNOLOGIES INC"
"10936","SCW",1056903,"SOUTHERN CALIFORNIA WATER CO"
"10937","SCY",91576,"SOCIETY CORP"
"10938","SDG",873730,"SOFAMOR DANEK GROUP INC"
"10939","SDH",905036,"SODEXHO MARRIOTT SERVICES INC"
"10940","SDO",940170,"SAN DIEGO GAS & ELEC CO"
"10943","SDRC",820235,"STRUCTURAL DYNAMICS RSCH CORP"
"10947","SDS",789388,"SUNGARD DATA SYSTEMS INC"
"10951","SDTI",932064,"SECURITY DYNAMICS TECHS INC"
"10953","SDW",313058,"SOUTHDOWN INC"
"10958","SE",92344,"7 ELEVEN INC"
"10960","SE",1005291,"STERLING COMMERCE INC"
"10962","SEB",88121,"SEABOARD CORP"
"10967","SEBL",1006835,"SIEBEL SYSTEMS INC"
"10970","SEE",1012100,"SEALED AIR CORP"
"10977","SEEK",1071923,"INFOSEEK CORP"
"10978","SEG",354952,"SEAGATE TECHNOLOGY"
"10981","SEH",77597,"SPARTECH CORP"
"10984","SEHI",896397,"SOUTHERN ENERGY HOMES INC"
"10987","SEI",750813,"SEITEL INC"
"10990","SEIC",350894,"S E I INVESTMENTS COMPANY"
"10992","SEIC",350894,"SEI INVESTMENTS CO"
"10994","SEIC",350894,"SEI INVESTMENT COMPANY"
"10995","SEM",40656,"GENERAL SEMICONDUCTOR INC"
"10997","SEM",1035688,"SELECT MEDICAL CORP"
"10998","SENE",88948,"SENECA FOODS CORP NEW"
"11001","SEPR",877357,"SEPRACOR INC"
"11006","SEQ",318380,"STORAGE EQUITIES INC"
"11008","SEQU",812444,"SEQUUS PHARMACEUTICALS INC"
"11009","SERO",767673,"SEROLOGICALS CORP"
"11012","SFA",87777,"SCIENTIFIC ATLANTA INC"
"11020","SFAM",949301,"SPEEDFAM IPEC INC"
"11022","SFB",944399,"STANDARD FEDERAL BANK TROY MICH"
"11024","SFB",944399,"STANDARD FEDERAL BANCORP INC"
"11025","SFCC",1089542,"SFBC INTERNATIONAL INC"
"11026","SFD",91388,"SMITHFIELD FOODS INC"
"11029","SFDS",91388,"SMITHFIELD FOODS INC"
"11034","SFE",86115,"SAFEGUARD SCIENTIFICS INC"
"11042","SFFD",829803,"S F F E D CORP"
"11045","SFG",1079577,"STANCORP FINANCIAL GROUP INC"
"11048","SFI",1095651,"ISTAR INC"
"11050","SFI",1095651,"ISTAR FINANCIAL INC"
"11051","SFI",86941,"SAVANNAH FOODS & INDUSTRIES INC"
"11053","SFI",86941,"SAVANNAH FOODS & INDS"
"11054","SFLD",830158,"SEAFIELD CAPITAL CORP"
"11056","SFN",914536,"SPHERION CORP"
"11059","SFP",878280,"SALTON INC"
"11062","SFR",86772,"SANTA FE ENERGY RESOURCES INC"
"11065","SFS",86772,"SANTA FE SNYDER CORP"
"11066","SFS",95504,"SUPER FOOD SERVICES INC"
"11069","SFSI",36758,"SUNWEST FINANCIAL SERVICES INC"
"11070","SFSK",911636,"SAFESKIN CORP"
"11072","SFX",1051253,"SFX ENTERTAINMENT INC"
"11073","SFX",732639,"SANTA FE PAC CORP"
"11076","SFY",351817,"SWIFT ENERGY CO"
"11083","SGAT",354952,"SEAGATE TECHNOLOGY"
"11085","SGE",6885,"STAGE STORES INC"
"11086","SGI",802301,"SILICON GRAPHICS INC"
"11093","SGMS",750004,"SCIENTIFIC GAMES CORPORATION"
"11094","SGO",320321,"SEAGULL ENERGY CORP"
"11098","SGP",310158,"SCHERING PLOUGH CORP"
"11105","SGP",310158,"SCHERING PLOUGH"
"11106","SGR",914024,"SHAW GROUP INC"
"11108","SGR",914024,"THE SHAW GROUP INC"
"11109","SGY",904080,"STONE ENERGY CORP"
"11112","SHBZ",813920,"SHOWBIZ PIZZA TIME INC"
"11114","SHFL",718789,"SHUFFLE MASTER INC"
"11116","SHG",904978,"SUN HEALTHCARE GROUP INC"
"11117","SHGE",904978,"SUN HEALTHCARE GROUP INC"
"11118","SHLD",1310067,"SEARS HOLDINGS CORP"
"11119","SHLM",87565,"SCHULMAN A INC"
"11123","SHLM",87565,"A SCHULMAN INC"
"11126","SHLR",883705,"SCHULER HOMES INC"
"11130","SHN",89902,"SHONEYS INC"
"11135","SHOR",800266,"SHOREWOOD PACKAGING CORP"
"11137","SHP",880267,"STOP & SHOP COS INC NEW"
"11139","SHR",855106,"SCHERER RP CORP"
"11140","SHS",865754,"SAUER DANFOSS INC"
"11141","SHU",906933,"SHURGARD STORAGE CENTERS INC"
"11142","SHU",906933,"SHURGARD STORAGE CENTERS"
"11143","SHW",89800,"SHERWIN WILLIAMS CO"
"11150","SHW",89800,"THE SHERWIN WILLIAMS CO"
"11151","SHX",89498,"SHAW INDUSTRIES INC"
"11156","SIAL",90185,"SIGMA ALDRICH CORP"
"11163","SIAL",90185,"SIGMA ALDRICH"
"11164","SIB",1042801,"STATEN ISLAND BANCORP INC"
"11167","SIE",754009,"SIERRA HEALTH SERVICES INC"
"11172","SIE",754009,"SIERRA HEALTH SERVICES"
"11173","SIG",945372,"SOUTHERN INDIANA GAS & ELEC CO"
"11176","SIG",945372,"SIGCORP INC"
"11178","SIGI",230557,"SELECTIVE INSURANCE GROUP"
"11183","SIGI",230557,"SELECTIVE INSURANCE GROUP INC"
"11186","SII",721083,"SMITH INTERNATIONAL INC"
"11194","SIII",850519,"S3 INC"
"11196","SILI",90283,"SILICONIX INC"
"11197","SIMG",1003214,"SILICON IMAGE INC"
"11199","SIRI",908937,"SIRIUS SATELLITE RADIO INC"
"11201","SITE",1072048,"SPECTRASITE HOLDINGS INC"
"11202","SIVB",719739,"SILICON VALLEY BANCSHARES"
"11205","SIZ",805419,"SIZELER PROPERTY INVESTORS"
"11206","SIZZ",706694,"SIZZLER RESTAURANTS INTL INC"
"11207","SJK",1080280,"ST JOHN KNITS INC"
"11209","SJM",91419,"SMUCKER J M CO"
"11210","SJM",91419,"JM SMUCKER CO"
"11211","SJM",91419,"J M SMUCKER CO"
"11212","SJM",91419,"THE J M SMUCKER CO"
"11213","SJMA",91419,"SMUCKER J M CO"
"11217","SJP",745308,"ST JOE PAPER CO"
"11220","SJP",745308,"ST JOE CORP"
"11221","SK",86135,"SAFETY KLEEN CORP"
"11225","SK",701856,"SAFETY KLEEN CORP"
"11226","SKE",1089697,"SPINNAKER EXPLORATION CO"
"11227","SKO",878314,"SHOPKO STORES INC"
"11232","SKP",1013609,"SCPIE HOLDINGS INC"
"11235","SKS",1010744,"SAKS HOLDINGS INC"
"11236","SKS",812900,"SAKS INC"
"11239","SKS",812900,"SAKS INCORPORATED"
"11240","SKX",1065837,"SKETCHERS U S A INC"
"11241","SKX",1065837,"SKECHERS U S A INC"
"11242","SKY",90896,"SKYLINE CORP"
"11250","SKYF",855876,"SKY FINANCIAL GROUP INC"
"11252","SKYT",842915,"SKYTEL COMMUNICATIONS INC"
"11253","SKYW",793733,"SKYWEST INC"
"11258","SL",89270,"S L INDUSTRIES INC"
"11261","SLAB",1038074,"SILICON LABORATORIES INC"
"11263","SLB",87347,"SCHLUMBERGER LTD"
"11265","SLC",49588,"SOUTHWESTERN LIFE INS CO"
"11266","SLE",23666,"SARA LEE CORP"
"11274","SLG",1040971,"SL GREEN REALTY CORP"
"11276","SLGN",849869,"SILGAN HOLDINGS INC"
"11277","SLH",806085,"SHEARSON LEHMAN BROS HLDG"
"11278","SLI",942138,"SLI INC"
"11279","SLM",1032033,"STUDENT LOAN MARKETING ASSN"
"11282","SLM",1032033,"S L M HOLDING CORP"
"11284","SLM",1032033,"SLM CORP"
"11287","SLMD",886142,"SPACELABS MEDICAL INC"
"11291","SLOT",914923,"ANCHOR GAMING"
"11292","SLR",835541,"SOLECTRON CORP"
"11298","SLT",86346,"SALANT CORP"
"11299","SLTC",1090908,"SELECTICA INC"
"11300","SLVN",912766,"SYLVAN LEARNING SYSTEMS INC"
"11304","SM",893538,"ST MARY LAND & EXPLORATION CO"
"11306","SM",701996,"SOUTHMARK CORP"
"11307","SMBX",745664,"SYMBOLICS INC"
"11309","SMC",91142,"SMITH A O CORP"
"11310","SMCB",91142,"SMITH A O CORP"
"11311","SMD",720577,"SUNRISE MEDICAL INC"
"11313","SME",89107,"SERVICE MERCHANDISE INC"
"11318","SMED",89415,"SHARED MEDICAL SYSTEMS CORP"
"11321","SMG",825542,"SCOTTS COMPANY"
"11323","SMG",825542,"SCOTTS CO"
"11325","SMG",825542,"THE SCOTTS MIRACLE GRO CO"
"11326","SMI",93102,"SPRINGS INDUSTRIES INC"
"11331","SMLS",87743,"SCI MED LIFE SYSTEMS INC"
"11332","SMMX",1095330,"SYMYX TECHNOLOGIES INC"
"11333","SMP",93389,"STANDARD MOTOR PRODUCTS INC"
"11340","SMP",93389,"STANDARD MOTOR PRODUCTS"
"11341","SMPS",90588,"SIMPSON INDUSTRIES INC"
"11345","SMRT",884940,"STEIN MART INC"
"11350","SMS",89415,"SHARED MEDICAL SYSTEMS CORP"
"11352","SMSC",93384,"STANDARD MICROSYSTEMS CORP"
"11357","SMTC",88941,"SEMTECH CORP"
"11360","SMX",713412,"SYSTEMS CENTER INC"
"11361","SNA",91440,"SNAP ON TOOLS CORP"
"11363","SNA",91440,"SNAP ON INC"
"11368","SNA",91440,"SNAP ON INCORPORATED"
"11369","SNC",823393,"SHAWMUT NATIONAL CORP"
"11372","SNC",1017906,"SNYDER COMMUNICATIONS INC"
"11374","SNDK",1000180,"SANDISK CORP"
"11377","SNDT",789388,"SUNGARD DATA SYSTEMS INC"
"11380","SNG",790650,"SOUTHERN NEW ENGLAND TELECOM"
"11384","SNH",1075415,"SENIOR HOUSING PROPERTIES TRUST"
"11385","SNIC",916235,"SONIC SOLUTIONS"
"11386","SNPS",883241,"SYNOPSYS INC"
"11391","SNPX",816530,"SYNOPTICS COMMUNICATIONS INC"
"11392","SNRZ",1011064,"SUNRISE ASSISTED LIVING INC"
"11394","SNS",93859,"STEAK N SHAKE INC"
"11396","SNS",93859,"STEAK & SHAKE COMPANY THE"
"11397","SNS",95395,"SUNDSTRAND CORP"
"11401","SNSR",88974,"SENSORMATIC ELECTRONICS CORP"
"11402","SNT",92236,"SONAT INC"
"11407","SNV",18349,"SYNOVUS FINANCIAL CORP"
"11415","SNWL",1093885,"SONICWALL INC"
"11417","SNY",860713,"SNYDER OIL CORP"
"11418","SO",92122,"SOUTHERN CO"
"11425","SO",92122,"SOUTHERN COMPANY"
"11426","SOC",3662,"SUNBEAM CORP"
"11429","SOCI",91576,"SOCIETY CORP"
"11430","SOCS",810354,"SOCIETY FOR SAVINGS BANCORP"
"11431","SOD",91668,"SOLITRON DEVICES INC"
"11432","SODA",799692,"A & W BRANDS INC"
"11433","SOHU",1104188,"SOHU COM INC"
"11434","SOI",1043382,"SOLUTIA INC"
"11438","SOL",912088,"SOLA INTERNATIONAL INC"
"11442","SON",91767,"SONOCO PRODUCTS CO"
"11448","SONC",868611,"SONIC CORP"
"11453","SONE",1063254,"S1 CORP"
"11455","SONO",91767,"SONOCO PRODUCTS CO"
"11457","SONS",1105472,"SONUS NETWORKS INC"
"11458","SOTR",92081,"SOUTHTRUST CORP"
"11465","SOV",811830,"SOVEREIGN BANCORP INC"
"11468","SP",312667,"SPELLING ENTERTAINMENT GROUP INC"
"11471","SPAR",743238,"SPARTAN MOTORS INC"
"11475","SPBC",810578,"ST PAUL BANCORP INC"
"11480","SPC",86312,"ST PAUL COS INC"
"11486","SPC",88608,"SECURITY PACIFIC CORP"
"11487","SPC",1028985,"SPECTRUM BRANDS INC"
"11488","SPCO",755659,"SOFTWARE PUBLISHING CORP"
"11490","SPD",93448,"STANDARD PRODUCTS CO"
"11495","SPF",878560,"STANDARD PACIFIC CORP NEW"
"11497","SPF",878560,"STANDARD PACIFIC CORP"
"11500","SPG",1063761,"SIMON PROPERTY GROUP INC"
"11503","SPLS",791519,"STAPLES INC"
"11510","SPN",886835,"SUPERIOR ENERGY SERVICES"
"11511","SPOT",1037388,"PANAMSAT CORP"
"11515","SPP",87949,"SCOTT PAPER CO"
"11518","SPS",92521,"SOUTHWESTERN PUBLIC SERVICE CO"
"11521","SPSS",869570,"SPSS INC"
"11524","SPW",88205,"S P X CORP"
"11529","SPW",88205,"SPX CORP"
"11532","SQA",95301,"SEQUA CORP"
"11534","SQAA",95301,"SEQUA CORP"
"11540","SQD",93128,"SQUARE D CO"
"11541","SQNT",811716,"SEQUENT COMPUTER SYSTEMS INC"
"11545","SR",93456,"STANDARD REGISTER CO"
"11550","SRA",723610,"STRATUS COMPUTER INC"
"11554","SRCE",34782,"1ST SOURCE CORP"
"11557","SRCL",861878,"STERICYCLE INC"
"11559","SRCO",712964,"SEALRIGHT COMPANY INC"
"11561","SRCP",936931,"SOURCECORP INC"
"11563","SRDX",924717,"SURMODICS INC"
"11566","SRE",1032208,"SEMPRA ENERGY"
"11570","SREG",93456,"STANDARD REGISTER CO"
"11573","SRM",88974,"SENSORMATIC ELECTRONICS CORP"
"11577","SRNA",1073967,"SERENA SOFTWARE INC"
"11580","SRP",741508,"SIERRA PACIFIC RESOURCES"
"11586","SRR",94887,"STRIDE RITE CORP"
"11593","SRR",94887,"THE STRIDE RITE CORP"
"11594","SRS",949322,"ARV ASSISTED LIVING INC"
"11595","SRT",1031029,"STARTEK INC"
"11598","SRV",89089,"SERVICE CORP INTERNATIONAL"
"11605","SRX",906192,"SRA INTERNATIONAL INC"
"11606","SRZ",1011064,"SUNRISE ASSISTED LIVING INC"
"11607","SRZ",1011064,"SUNRISE SENIOR LIVING INC"
"11609","SSAX",808207,"SYSTEM SOFTWARE ASSOC INC"
"11613","SSC",833376,"SUNSHINE MINING CO"
"11615","SSC",833376,"SUNSHINE MINING & REFINING CO"
"11616","SSCC",919226,"SMURFIT STONE CONTAINER CORP"
"11620","SSD",920371,"SIMPSON MANUFACTURING INC"
"11623","SSI",943097,"SAFECARD SERVICES INC"
"11625","SSM",797509,"SSMC INC N V"
"11626","SSP",832428,"SCRIPPS E W CO"
"11628","SSP",832428,"SCRIPPS E W CO OHIO"
"11630","SSP",832428,"EW SCRIPPS CO"
"11631","SSP",832428,"E W SCRIPPS CO"
"11632","SSP",832428,"E W SCRIPPS CO THE"
"11633","SSS",944314,"SOVRAN SELF STORAGE INC"
"11634","SSSS",94328,"STEWART & STEVENSON SVCS INC"
"11638","SSSS",94328,"STEWART & STEVENSON SERVICES INC"
"11639","SSTI",855906,"SILICON STORAGE TECHNOLOGY INC"
"11642","SSW",716714,"STERLING SOFTWARE INC"
"11645","ST",93444,"S P S TECHNOLOGIES INC"
"11650","ST",93444,"SPS TECHNOLOGIES INC"
"11652","STA",86312,"THE ST PAUL TRAVELERS COMPANIES INC"
"11653","STAR",883670,"LONE STAR STEAKHOUSE & SALOON IN"
"11655","STAR",883670,"LONE STAR STEAKHOUSE & SALOON INC"
"11658","STB",36104,"STAR BANC CORP"
"11660","STB",91980,"SOUTHEAST BANKING CORP"
"11661","STBA",719220,"S & T BANCORP INC"
"11662","STBA",719220,"S&T BANCORP"
"11663","STBK",93751,"STATE STREET BOSTON CORP"
"11665","STC",94344,"STEWART INFORMATION SERVICES CORP"
"11666","STC",94344,"STEWART INFORMATION SERVICES"
"11667","STCIA",740763,"SALIENT 3 COMMUNICATIONS INC"
"11669","STE",815065,"STERIS CORP"
"11673","STEI",878522,"STEWART ENTERPRISES INC"
"11677","STFC",874977,"STATE AUTO FINANCIAL CORP"
"11678","STFC",874977,"STATE AUTO FINANCIAL"
"11679","STGE",6885,"STAGE STORES INC"
"11680","STGS",6885,"STAGE STORES INC"
"11681","STH",93542,"STANHOME INC"
"11685","STI",750556,"SUNTRUST BANKS INC"
"11693","STJ",203077,"ST JUDE MEDICAL INC"
"11698","STJM",203077,"ST JUDE MEDICAL INC"
"11701","STK",94673,"STORAGE TECHNOLOGY CORP"
"11708","STL",93451,"STERLING BANCORP"
"11711","STLD",1022671,"STEEL DYNAMICS INC"
"11714","STLW",1111721,"STRATOS LIGHTWAVE INC"
"11715","STN",898660,"STATION CASINOS INC"
"11718","STO",94610,"STONE CONTAINER CORP"
"11722","STPL",86312,"ST PAUL COS INC"
"11723","STR",751652,"QUESTAR CORP"
"11731","STRA",1013934,"STRAYER EDUCATION"
"11732","STRL",815065,"STERIS CORP"
"11733","STRM",1057334,"STARMEDIA NETWORK INC"
"11734","STRWA",94855,"STRAWBRIDGE & CLOTHIER"
"11737","STRY",310764,"STRYKER CORP"
"11740","STRZ",36104,"STAR BANC CORP"
"11742","STSA",891106,"STERLING FINANCIAL CORP"
"11743","STT",93751,"STATE STREET BOSTON CORP"
"11744","STT",93751,"STATE STREET CORP"
"11748","STT",93751,"STATE STREET CORP BOSTON"
"11749","STTX",771790,"STEEL TECHNOLOGIES INC"
"11754","STTX",771790,"STEEL TECHNOLOGIES"
